종목코드,종목명,자기주식 제외 시가총액(A*B),종가,자기주식 제외 발행주식수(B=C-D),총발행주식수(C),자기주식수(D),자기주식수 반영시점
"440790","교보13호스팩","8910000000","2200","4050000","4050000","0","2024-09"
"456490","교보14호스팩","9030000000","2150","4200000","4200000","0","2024-09"
"465320","교보15호스팩","8267700000","2170","3810000","3810000","0","2024-09"
"482520","교보16호스팩","12535500000","2055","6100000","6100000","0","2024-09"
"030610","교보증권","609494560200","5400","112869363","113962961","1093598","2024-09"
"339770","교촌에프앤비","254821908000","10200","24982540","24982540","0","2024-09"
"053270","구영테크","58036045600","2225","26083616","27410405","1326789","2024-09"
"007690","국도화학","280658969100","33650","8340534","9010616","670082","2024-09"
"005320","국동","28803539790","435","66215034","67327897","1112863","2024-09"
"001140","국보","33448047050","2110","15852155","15856388","4233","2024-09"
"066620","국보디자인","107273223720","16230","6609564","7500000","890436","2024-09"
"043650","국순당","80748590580","5130","15740466","17858304","2117838","2024-09"
"006050","국영지앤엠","66265200065","1955","33895243","34895243","1000000","2024-09"
"060480","국일신동","21791850000","1965","11090000","11090000","0","2024-09"
"078130","국일제지","901924696800","800","1127405871","1127405871","0","2024-09"
"307750","국전약품","203882326560","4155","49069152","49069269","117","2024-09"
"002720","국제약품","107921260600","5300","20362502","21159832","797330","2024-09"
"035080","그래디언트","151996198860","11110","13681026","14527584","846558","2024-09"
"453450","그리드위즈","156948740000","19760","7942750","7942750","0","2024-09"
"204020","그리티","56260856170","2810","20021657","20147430","125773","2024-09"
"402490","그린리소스","135396162720","16380","8265944","8265944","0","2024-09"
"114450","그린생명과학","38136765060","1998","19087470","20000000","912530","2024-09"
"083420","그린케미칼","136925521880","5870","23326324","24000000","673676","2024-09"
"186230","그린플러스","97628308920","9090","10740188","10820188","80000","2024-09"
"014530","극동유화","124913548200","3710","33669420","34869420","1200000","2024-09"
"204620","글로벌텍스프리","241405446850","3950","61115303","61116035","732","2024-09"
"019660","글로본","17534535984","504","34790746","34790746","0","2024-09"
"014280","금강공업","107757189170","4010","26872117","29329357","2457240","2024-09"
"053260","금강철강","74873890320","4710","15896792","18720000","2823208","2024-09"
"008870","금비","44608250000","54500","818500","1000000","181500","2024-09"
"001570","금양","2554510625100","44100","57925411","58050037","124626","2024-09"
"282720","금양그린파워","126581781000","10490","12066900","12119500","52600","2024-09"
"002990","금호건설","103917078780","2895","35895364","36953595","1058231","2024-09"
"011780","금호석유","3356862088600","146200","22960753","27334587","4373834","2024-09"
"214330","금호에이치티","121637068251","597","203747183","213914131","10166948","2024-09"
"001210","금호전기","36696060680","860","42669838","43535722","865884","2024-09"
"073240","금호타이어","1232346631230","4290","287260287","287260287","0","2024-09"
"036190","금화피에스시","161228067000","27300","5905790","6000000","94210","2024-09"
"049080","기가레인","57378878648","676","84879998","84883347","3349","2024-09"
"420770","기가비스","474073349200","37400","12675758","12675758","0","2024-09"
"035460","기산텔레콤","25933087860","1779","14577340","14577340","0","2024-09"
"092440","기신정기","75920000000","2600","29200000","29200000","0","2024-09"
"000270","기아","37420266279500","95500","391835249","399858417","8023168","2024-09"
"024110","기업은행","11562675071500","14500","797425867","797425869","2","2024-09"
"013700","까뮤이앤씨","78811344770","1319","59750830","59750830","0","2024-09"
"308100","까스텔바작","19672082150","3050","6449863","6624733","174870","2024-09"
"004540","깨끗한나라","77457633760","2080","37239247","37240693","1446","2024-09"
"407400","꿈비","71711320000","6080","11794625","12259474","464849","2024-09"
"187790","나노","31435070025","1025","30668361","30840830","172469","2024-09"
"286750","나노브릭","51320311520","2480","20693674","20694559","885","2024-09"
"121600","나노신소재","1038524849600","86800","11964572","12196078","231506","2024-09"
"247660","나노씨엠에스","33358087620","7810","4271202","4343920","72718","2024-09"
"039860","나노엔텍","137110050140","4270","32110082","32110082","0","2024-09"
"091970","나노캠텍","21828355244","604","36139661","37417493","1277832","2024-09"
"417010","나노팀","187381116000","9500","19724328","19724328","0","2024-09"
"405920","나라셀라","46372825890","3730","12432393","12878076","445683","2024-09"
"051490","나라엠앤디","65112260150","4930","13207355","14200000","992645","2024-09"
"137080","나래나노텍","35998418610","3255","11059422","11059422","0","2024-09"
"190510","나무가","188242647480","11910","15805428","16264384","458956","2024-09"
